Scenario,ATP,NADH,Fdred,Sulfate,N2,CO2,HCO2-,H2O,Hplus,CO,Target Molecule,Target,
hexanoicacidADO_CBB,23.00523035759171,18.003404431099547,-0.0,-0.0,-0.0,5.0013801916154765,-0.0,-0.9999070448959746,4.000260496080174,-0.0,Pentane,1.0
heptanoicacidADO_CBB,22.925418667528284,20.94031449069475,-0.0,-0.0,-0.0,5.976090469223801,-0.0,-1.0018031672402563,3.9967643797149077,-0.0,Hexane,1.0
octanoicacidADO_CBB,31.000665323767688,24.000702910353553,-0.0,-0.0,-0.0,7.000389070004443,-0.0,-1.000130895773478,4.999947564250225,-0.0,Heptane,1.0
nonanoicacidADO_CBB,31.00551539489425,27.004143486802842,-0.0,-0.0,-0.0,8.00211387518324,-0.0,-0.9997643968277206,4.999941766332876,-0.0,Octane,1.0
decanoicacidADO_CBB,39.0001792546242,30.000179114179623,-0.0,-0.0,-0.0,8.999942031146384,-0.0,-1.0000150813693678,6.00019264589143,-0.0,Nonane,1.0
undecanoicacidADO_CBB,39.01124124158185,33.00890385836855,-0.0,-0.0,-0.0,10.003612318060723,-0.0,-0.9997115672474521,6.00012870343731,-0.0,Decane,1.0
dodecanoicacidADO_CBB,46.96253074838028,35.973093707892865,-0.0,-0.0,-0.0,10.99092324467659,-0.0,-1.0001011238220359,6.995579879324884,-0.0,Undecane,1.0
tridecanoicacidADO_CBB,47.094252450278724,39.07095094445755,-0.0,-0.0,-0.0,12.026221527759105,-0.0,-0.998275336135381,7.007648115054303,-0.0,Dodecane,1.0
tetradecanoicacidADO_CBB,54.91705223596022,41.93860805340342,-0.0,-0.0,-0.0,12.97709949798715,-0.0,-1.0009664110049579,7.992341096133952,-0.0,Tridecane,1.0
pentadecanoicacidADO_CBB,54.956529107507066,44.95548971257228,-0.0,-0.0,-0.0,13.98872739076471,-0.0,-0.9951821205249303,7.9840383873028316,-0.0,Tetradecane,1.0
hexadecanoicacidADO_CBB,63.051423222556394,48.03810063808859,-0.0,-0.0,-0.0,15.01342884428206,-0.0,-0.9997169068878247,9.005700776042836,-0.0,Pentadecane,1.0
heptadecanoicacidADO_CBB,63.02489910892204,51.01988550575671,-0.0,-0.0,-0.0,16.007382880934628,-0.0,-0.999626905271601,9.001491735973543,-0.0,Hexadecane,1.0
