scenario,label,effTotalElectricalFuelMassEfficiency,effTotalElectricalFuelMassEfficiency_lowerError,effTotalElectricalFuelMassEfficiency_upperError,
ADO_EEU,"ADO_EEU",121766.01733379997,15035.064617186406,5534.818969718181
MCH_EEU,"MCH_EEU",117939.72843421658,15035.064617186377,5360.896747009829
ADO_H2,"ADO_H2",114873.60125830187,14184.023223760727,1891.203096501442
MCH_H2,"MCH_H2",111263.89474926094,14184.023223760756,1891.2030965014128
